Destination,DestinationCode,Age,Departure,Duration,Run_Date,Start,End,Adults,Children,Essentials250,Essentials250_Note,Essentials100,Essentials100_Note,Premier250,Premier250_Note,Premier100,Premier100_Note,Premier0,Premier0_Note,Frequent250,Frequent250_Note,Frequent100,Frequent100_Note,Frequent0,Frequent0_Note
Thailand,100021,75,1,35,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,75,1,45,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,75,1,60,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,75,1,75,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,75,1,90,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,75,1,105,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,75,1,120,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,75,1,150,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,75,1,180,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,75,1,210,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,75,1,240,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,75,1,300,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,75,1,365,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,75,30,3,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,75,30,4,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,75,30,5,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,75,30,6,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,75,30,7,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,75,30,8,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,75,30,9,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,75,30,10,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,75,30,11,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,75,30,12,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,75,30,13,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,75,30,14,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,75,30,15,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,75,30,16,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,75,30,17,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,75,30,18,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,75,30,19,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,75,30,20,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,75,30,21,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,75,30,22,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,75,30,23,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,75,30,24,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,75,30,25,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,75,30,26,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,75,30,27,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,75,30,28,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,75,30,29,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,75,30,30,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,75,30,35,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,75,30,45,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,75,30,60,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,75,30,75,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,75,30,90,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,75,30,105,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,75,30,120,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,75,30,150,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,75,30,180,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,75,30,210,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,75,30,240,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,75,30,300,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,75,30,365,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,75,60,3,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,75,60,4,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,75,60,5,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,75,60,6,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,75,60,7,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,75,60,8,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,75,60,9,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,75,60,10,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,75,60,11,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,75,60,12,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,75,60,13,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,75,60,14,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,75,60,15,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,75,60,16,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,75,60,17,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,75,60,18,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,75,60,19,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,75,60,20,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,75,60,21,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,75,60,22,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,75,60,23,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,75,60,24,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,75,60,25,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,75,60,26,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,75,60,27,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,75,60,28,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,75,60,29,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,75,60,30,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,75,60,35,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,75,60,45,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,75,60,60,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,75,60,75,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,75,60,90,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,75,60,105,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,75,60,120,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,75,60,150,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,75,60,180,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,75,60,210,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,75,60,240,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,75,60,300,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,75,60,365,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,75,180,3,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,75,180,4,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,75,180,5,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,75,180,6,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,75,180,7,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,75,180,8,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,75,180,9,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,75,180,10,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,75,180,11,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,75,180,12,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,75,180,13,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,75,180,14,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,75,180,15,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,75,180,16,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,75,180,17,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,75,180,18,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,75,180,19,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,75,180,20,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,75,180,21,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,75,180,22,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,75,180,23,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,75,180,24,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,75,180,25,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,75,180,26,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,75,180,27,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,75,180,28,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,75,180,29,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,75,180,30,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,75,180,35,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,75,180,45,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,75,180,60,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,75,180,75,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,75,180,90,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,75,180,105,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,75,180,120,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,75,180,150,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,75,180,180,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,75,180,210,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,75,180,240,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,75,180,300,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,75,180,365,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,75,365,3,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,75,365,4,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,75,365,5,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,75,365,6,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,75,365,7,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,75,365,8,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,75,365,9,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,75,365,10,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,75,365,11,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,75,365,12,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,75,365,13,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,75,365,14,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,75,365,15,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,75,365,16,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,75,365,17,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,75,365,18,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,75,365,19,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,75,365,20,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,75,365,21,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,75,365,22,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,75,365,23,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,75,365,24,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,75,365,25,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,75,365,26,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,75,365,27,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,75,365,28,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,75,365,29,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,75,365,30,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,75,365,35,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,75,365,45,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,75,365,60,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,75,365,75,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,75,365,90,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,75,365,105,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,75,365,120,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,75,365,150,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,75,365,180,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,75,365,210,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,75,365,240,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,75,365,300,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,75,365,365,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,80,1,3,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,80,1,4,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,80,1,5,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,80,1,6,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,80,1,7,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,80,1,8,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,80,1,9,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,80,1,10,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,80,1,11,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,80,1,12,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,80,1,13,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,80,1,14,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,80,1,15,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,80,1,16,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,80,1,17,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,80,1,18,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,80,1,19,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,80,1,20,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,80,1,21,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,80,1,22,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,80,1,23,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,80,1,24,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,80,1,25,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,80,1,26,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,80,1,27,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,80,1,28,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,80,1,29,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,80,1,30,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,80,1,35,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,80,1,45,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,80,1,60,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,80,1,75,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,80,1,90,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,80,1,105,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,80,1,120,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,80,1,150,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,80,1,180,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,80,1,210,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,80,1,240,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,80,1,300,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,80,1,365,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,80,30,3,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,80,30,4,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,80,30,5,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,80,30,6,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,80,30,7,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,80,30,8,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,80,30,9,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,80,30,10,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,80,30,11,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,80,30,12,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,80,30,13,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,80,30,14,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,80,30,15,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,80,30,16,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,80,30,17,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,80,30,18,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,80,30,19,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,80,30,20,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,80,30,21,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,80,30,22,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,80,30,23,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,80,30,24,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,80,30,25,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,80,30,26,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,80,30,27,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,80,30,28,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,80,30,29,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,80,30,30,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,80,30,35,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,80,30,45,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,80,30,60,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,80,30,75,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,80,30,90,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,80,30,105,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,80,30,120,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,80,30,150,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,80,30,180,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,80,30,210,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,80,30,240,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,80,30,300,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,80,30,365,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,80,60,3,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,80,60,4,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,80,60,5,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,80,60,6,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,80,60,7,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,80,60,8,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,80,60,9,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,80,60,10,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,80,60,11,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,80,60,12,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,80,60,13,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,80,60,14,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,80,60,15,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,80,60,16,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,80,60,17,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,80,60,18,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,80,60,19,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,80,60,20,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,80,60,21,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,80,60,22,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,80,60,23,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,80,60,24,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,80,60,25,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,80,60,26,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,80,60,27,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,80,60,28,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,80,60,29,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,80,60,30,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,80,60,35,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,80,60,45,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,80,60,60,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,80,60,75,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,80,60,90,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,80,60,105,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,80,60,120,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,80,60,150,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,80,60,180,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,80,60,210,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,80,60,240,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,80,60,300,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,80,60,365,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,80,180,3,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,80,180,4,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,80,180,5,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,80,180,6,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,80,180,7,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,80,180,8,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,80,180,9,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,80,180,10,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,80,180,11,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,80,180,12,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,80,180,13,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,80,180,14,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,80,180,15,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,80,180,16,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,80,180,17,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,80,180,18,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,80,180,19,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,80,180,20,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,80,180,21,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,80,180,22,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,80,180,23,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,80,180,24,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,80,180,25,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,80,180,26,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,80,180,27,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,80,180,28,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,80,180,29,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,80,180,30,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,80,180,35,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,80,180,45,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,80,180,60,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,80,180,75,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,80,180,90,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,80,180,105,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,80,180,120,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,80,180,150,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,80,180,180,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,80,180,210,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,80,180,240,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,80,180,300,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,80,180,365,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,80,365,3,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,80,365,4,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,80,365,5,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,80,365,6,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,80,365,7,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,80,365,8,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,80,365,9,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,80,365,10,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,80,365,11,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,80,365,12,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,80,365,13,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,80,365,14,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,80,365,15,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,80,365,16,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,80,365,17,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,80,365,18,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,80,365,19,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,80,365,20,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,80,365,21,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,80,365,22,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,80,365,23,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,80,365,24,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,80,365,25,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,80,365,26,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,80,365,27,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,80,365,28,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,80,365,29,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,80,365,30,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,80,365,35,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,80,365,45,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,80,365,60,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,80,365,75,,,,1,0,,,,,,,,,,,,,,,,
Thailand,100021,80,365,90,,,,1,0,,,,,,,,,,,,,,,,
